REFCODE,SCP,LCD,PLD,Va,Density,ASA,VF,KH311,300,305,310,315,320,325,330,335,340,345,350,353,adsH,dW
SAMLAV01_clean.cif,27.17076965,5.53567,3.75789,0.279149,1.23375,897.52,0.512405,-1.268139785,-8.308918508,-8.679853714,-8.450996738,-6.928117993,-7.630784143,-8.4867824,-8.212539525,-7.847711656,-7.995678626,-8.306273051,-10.1001795,-8.341988603,59.41281492,0.036649918
SODZIV_clean.cif,10.30188784,6.32841,5.26529,0.193727,1.2688,769.333,0.39149,1.282465766,-7.801342913,-7.705533774,-8.752026734,-8.20481541,-8.991399828,-6.913640169,-7.225483034,-8.756961951,-8.351639989,-6.407823243,-10.51712642,-9.040481623,59.41163989,0.01028953
HIFTUM_clean.cif,7.791367721,6.02477,4.49793,0.187372,1.16773,680.739,0.299165,1.200700055,-7.53313238,-8.649751982,-8.619788758,-6.393618635,-8.146301788,-8.366531544,-8.54668166,-7.910094889,-8.253365801,-9.015022874,-9.163043263,-9.018634491,59.32221235,0.028818617
IFENOY_clean.cif,23.91002526,7.29661,5.78947,0.104936,1.34939,341.115,0.180978,-2.164403906,-8.504455662,-8.400116928,-8.690369833,-9.372634143,-9.329754147,-9.347753659,-9.273272791,-9.241088108,-9.707743929,-9.097453221,-9.53313238,-9.118045029,59.31368432,0.020784343
CEDFIC_clean.cif,17.53055133,5.28428,4.64792,0.366494,1.21421,1368.7,0.585444,9.247973266,-8.269217724,-6.732828272,-8.258060922,-8.27572413,-7.216811309,-7.193820026,-7.935542011,-7.619788758,-7.600326279,-7.665546249,-7.619788758,-7.010550182,59.31273948,0.027608474
KOJZAL_clean.cif,15.96752757,5.24805,3.77707,0.211363,1.12886,678.328,0.431939,-1.222400654,-8.809668302,-7.866461092,-8.266000713,-8.096367484,-7.139063379,-9.090979146,-8.681936665,-8.54668166,-8.872895202,-8.782516056,-9.179142011,-8.853871964,59.29996473,0.014941407
XIDBUJ_clean.cif,21.05750461,7.47137,6.25067,0.314948,1.09542,1058.98,0.495532,0.169759639,-7.769551079,-7.375717904,-7.614393726,-8.515700161,-7.68613278,-8.779891912,-7.954677021,-8.661543506,-7.931814138,-8.759450752,-9.88941029,-8.560667306,59.29490827,0.05036396
HAMRIY_clean.cif,10.78390962,7.12952,5.18249,0.119227,1.96935,354.89,0.315594,-1.175829241,-8.127843727,-8.235823868,-8.273272791,-7.782516056,-8.735182177,-7.147520006,-8.057495894,-7.950781977,-8.04431225,-7.684029655,-8.066512712,-7.974694135,59.29405304,0.018335334
IPIJUM_clean.cif,27.50162584,5.56394,3.90344,0.131944,1.73559,502.276,0.442363,6.77524626,-8.37675071,-8.537602002,-8.806875402,-8.235077015,-8.051587034,-7.716698771,-8.358525889,-8.189095719,-8.226213555,-8.752026734,-8.679853714,-8.35753548,59.26862921,0.028056991
DIDBEZ_clean.cif,37.10407272,9.88248,5.85771,0.426245,0.929043,1415.82,0.599783,-2.191909944,-5.764471553,-7.539102157,-7.236572006,-8.4225082,-7.019542108,-8.093664958,-7.081969663,-6.943095149,-6.655607726,-7.774690718,-7.649751982,-8.974694135,59.25568361,0.058033572
OKITIM01_clean.cif,2.462766596,4.83456,4.03479,0.117519,1.33255,446.456,0.318731,-0.306006754,-8.769551079,-7.866461092,-8.342944147,-7.787812396,-7.974694135,-8.627087997,-8.03574037,-7.610833916,-6.540607512,-8.087777943,-10.02502801,-6.785156152,59.24209884,0.013507133
HIWKEE_clean.cif,18.52325041,5.34192,3.27786,0.124704,1.1804,440.155,0.357172,3.671899146,-8.675717545,-7.681936665,-8.493494968,-8.924453039,-7.530177984,-8.903089987,-8.299296283,-7.400116928,-8.575118363,-8.349692477,-7.634512015,-7.690369833,59.18197606,0.01762082
EPEWAY01_clean.cif,12.180486,5.71826,5.05212,0.209102,1.28071,744.911,0.401316,0.137008944,-6.853871964,-6.962573502,-8.110698297,-6.68613278,-7.66756154,-6.36552273,-8.023191663,-8.13076828,-6.995678626,-7.995678626,-8.321481621,-8.510041521,59.15835575,0.019882797
WIFBAQ_clean.cif,10.79384896,6.34845,5.6221,0.15873,1.2726,589.24,0.360434,-0.914470394,-9.863279433,-8.37675071,-8,-8.54668166,-7.744727495,-8.692503962,-8.316952962,-8.812479279,-7.3400838,-7.785156152,-10.91009489,-9.004803708,59.1125105,0.009772175
KOFPEB05_clean.cif,5.896454165,7.28763,5.01415,0.135535,1.78994,420.267,0.323397,-1.273432523,-7.995678626,-8.93930216,-8.28567024,-8.338187314,-8.490797478,-8.096367484,-9.097997109,-8.899629455,-8.428291168,-9.180456064,-8.612610174,-7.649751982,59.11076622,0.027288164
REJLIC_clean.cif,24.70543687,7.38465,4.07925,0.326317,1.09096,1365.32,0.528597,-0.879649854,-8.194499142,-7.903089987,-7.450996738,-7.627087997,-8.119186408,-8.103473783,-8.107348966,-7.962573502,-8.088842391,-8.469800302,-9.580044252,-8.54515514,59.07287418,0.045127368
WUTBIW_clean.cif,23.44418185,7.26683,5.17912,0.130949,1.84193,395.822,0.320975,-1.168844617,-7.338187314,-7.88941029,-7.473660723,-7.35753548,-7.305394801,-8.966576245,-8.725842151,-7.578396073,-9.025488307,-8.474955193,-8.400116928,-9.225483034,59.06179973,0.027124828
NACVUI_clean.cif,6.052219332,4.52128,3.65062,0.256762,1.15827,615.063,0.40264,-0.797304666,-8.438898616,-8.104577454,-8.219682688,-7.458420756,-8.472370099,-7.581698709,-7.452225295,-7.310691141,-7.13430394,-6.673664139,-10.37365963,-7.567030709,59.0617207,0.00699064
ADAXEK_clean.cif,22.17491115,5.75165,4.10445,0.246156,1.26343,783.511,0.481654,-1.470604298,-6.130181792,-6.71219827,-7.054531415,-6.067526235,-6.869666232,-7.590066877,-7.493494968,-7.320572103,-7.238072162,-6.237321436,-7.647817482,-8.448550002,58.99450099,0.022982996
XUMVAD_clean.cif,19.71291349,5.40415,4.76561,0.362218,1.24179,1376.97,0.594228,10.91698005,-6.906578315,-7.910094889,-6.987162775,-8.480172006,-7.806875402,-7.519993057,-7.982966661,-6.482804102,-7.91721463,-8.378823718,-10.13608262,-7.227678293,58.94583736,0.02215971
HEXNII_clean.cif,10.26162469,4.90669,3.50214,0.109999,1.56728,269.942,0.269001,-0.60726085,-7.488116639,-8.872895202,-8.581698709,-8.853871964,-9.069560405,-6.899629455,-7.756961951,-9.143875556,-8.254144805,-8.388276692,-8.718966633,-7.096910013,58.93595615,0.013606166
FAPTUN_clean.cif,53.15361012,6.55787,4.04086,0.422595,0.983447,1607.14,0.626129,-1.416779682,-7.003050752,-7.638272164,-7.226945307,-7.299296283,-7.122628654,-7.212539525,-7.137272472,-7.238824187,-8.109578981,-8.164309429,-7.399027104,-7.657577319,58.93019019,0.054721867
MULXOH_clean.cif,26.2856651,5.18902,3.67114,0.323305,1.20876,1129.66,0.50732,9.240549248,-7.614393726,-7.380906669,-7.304518324,-7.978810701,-8.539102157,-8.379863945,-8.806875402,-7.89279003,-8.089909454,-7.185752404,-7.251811973,-8.536107011,58.89209312,0.016892593
ALIXUP_clean.cif,16.22313005,5.95317,5.66011,0.209614,1.33865,805.585,0.372301,-2.164705229,-7.35753548,-6.866461092,-7.476253533,-8.09420412,-7.236572006,-8.142667504,-6.177178355,-7.527243551,-8.602059991,-7.70333481,-7.012333735,-6.899629455,58.86309744,0.019784854
OKIYAJ_clean.cif,8.53050883,4.62808,3.88801,0.0967297,1.33775,402.24,0.294419,0.736433954,-8.301899454,-8.721246399,-8.258848401,-8.233587153,-8.542118103,-8.195179321,-8.209011525,-7.995678626,-7.806875402,-8.394694954,-10.48017201,-8.774690718,58.81762506,0.010370006
MIFGEP_clean.cif,71.15819806,5.85408,4.57652,0.336241,1.0207,1284.44,0.557608,0.754061515,-8.860120914,-8.361510743,-9.338187314,-8.619788758,-9.055024092,-8.823908741,-8.619788758,-8.777283529,-8.89279003,-6.903089987,-9.105683937,-8.55129368,58.79491495,0.049780359
LUSHIR_clean.cif,32.51418681,5.53776,4.85792,0.238935,1.2313,788.622,0.439623,-1.159026184,-8.117475462,-7.454692884,-8.07211659,-6.906578315,-6.510041521,-7.156144577,-7.759450752,-8.394694954,-7.54515514,-7.692503962,-7.692503962,-7.038104526,58.77334978,0.019824072
HAWWUZ_clean.cif,40.61369488,6.75373,5.91136,0.534219,1.02767,2162.41,0.693239,3.797865583,-7.007888512,-7.004803708,-7.823908741,-7.184422252,-7.407823243,-7.100726813,-7.73754891,-7.57024772,-7.617982957,-7.181114585,-7.716698771,-8.15864053,58.7388277,0.054977587
RAYMAG_clean.cif,33.63409657,6.10863,3.66764,0.549577,0.853384,2228.8,0.650351,-0.551250407,-7.549750892,-7.557520231,-8.375717904,-7.876148359,-8.170696227,-8.549750892,-7.876148359,-8.609064893,-8.101823517,-8.437707136,-10.83564714,-7.954677021,58.71624754,0.041936398
DAXNOG_clean.cif,19.66106366,5.52177,5.0097,0.28448,1.2732,885.315,0.527479,1.070876077,-8.452225295,-8.625251654,-8.397940009,-8.225483034,-8.346787486,-7.07007044,-8.295849483,-8.8569852,-8.385102784,-7.896196279,-8.73754891,-7.982966661,58.68350631,0.008165258
GIQYOV_clean.cif,10.11621345,4.31385,3.73556,0.201021,1.69435,675.391,0.433421,1.597883778,-8.242603971,-8.015922966,-7.876148359,-9.139661993,-9.508638306,-8.503070352,-8.640164518,-8.583359493,-8.623423043,-9.050609993,-8.679853714,-8.728158393,58.68320377,0.015630747
XIHSEN_clean.cif,30.67425595,5.41378,3.55278,0.258863,1.09092,912.732,0.539447,1.272528502,-7.958607315,-8.555955204,-7.632644079,-8.619788758,-8.240332155,-8.238072162,-8.527243551,-8.11463878,-8.725842151,-8.347753659,-9.754487332,-7.42136079,58.67794615,0.031395564
XUMTUV_clean.cif,14.53156559,5.40439,4.75403,0.370901,1.25424,1380.25,0.595235,8.691965103,-7.210419288,-7.754487332,-8.109020403,-7.88941029,-6.66756154,-7.681936665,-7.322393047,-7.232844134,-7.844663963,-7.76700389,-10.21253953,-7.872895202,58.67784201,0.018705004
OGAGEJ_clean.cif,20.73160699,5.42237,4.86051,0.363864,1.05864,1454.28,0.5454,0.179454121,-7.377785977,-7.818156412,-7.872895202,-7.180456064,-7.643974143,-8.256490235,-8.226213555,-7.826813732,-8.782516056,-7.91721463,-9.920818754,-8.665546249,58.55686978,0.029286328
VAGTAA_clean.cif,9.008215287,5.66117,4.22696,0.536771,0.872253,1707.35,0.595546,2.588002641,-8.779891912,-7.931814138,-8.498940738,-8.924453039,-8.723538196,-8.321481621,-8.432973634,-9.20481541,-7.659555885,-8.387216143,-10.10182352,-8.460923901,58.50430553,0.03246669
UKUCAF_clean.cif,9.656739313,7.2141,4.01012,0.288264,1.05667,1000.77,0.521452,-0.743097129,-7.832682665,-7.616184634,-7.263603498,-7.472370099,-7.350665141,-7.528708289,-7.407823243,-8.056011125,-8.044793462,-8.038578906,-9.595166283,-7.148130399,58.47726108,0.011118372
GIYSUD_clean.cif,27.50973723,5.31232,3.83525,0.354857,1.21514,1423.04,0.573885,0.773592651,-7.500312917,-7.316052869,-8.427128398,-8.164309429,-8.014124643,-7.694648631,-8.22475374,-8.53313238,-8.946921557,-8.029188389,-8.235077015,-8.602059991,58.47608798,0.043848652
CUHPUR_clean.cif,47.39763093,7.78728,5.42279,0.607595,0.89237,2268.71,0.685932,-1.988120966,-7.023650021,-8.179798541,-6.739928612,-8.630784143,-7.231361899,-6.705533774,-8.450996738,-7.218963061,-7.595166283,-7.147520006,-7.175223538,-7.348721986,58.42859924,0.058074018
HOXKUB_clean.cif,28.87553098,6.18153,3.89247,0.179953,1.716,609.138,0.513153,-0.845536464,-8.476253533,-7.826813732,-8.621602099,-8.896196279,-8.698970004,-8.899629455,-7.93930216,-8.485452247,-7.179142011,-7.216811309,-7.175223538,-8.643974143,58.39372609,0.032027112
PIZPOD_clean.cif,5.723292609,4.76197,3.8822,0.194675,1.78246,639.021,0.480791,4.847320893,-8.428291168,-8.630784143,-8.443697499,-8.328827157,-8.427128398,-6.598599459,-8.795880017,-8.417936637,-8.101274818,-9.27572413,-9.11407366,-8.227678293,58.36960465,0.020277994
YEMJAC_clean.cif,13.23011986,6.61138,6.31766,0.284845,1.59244,863.294,0.597081,1.756283053,-7.193820026,-8.200659451,-7.815308569,-8.095284455,-8.350665141,-8.563837353,-8.310691141,-7.91721463,-8.588380294,-8.759450752,-10.58004425,-8.458420756,58.30565412,0.022618968
KIFKEQ_clean.cif,46.68584825,4.85643,4.09991,0.28737,0.933293,1118.15,0.546398,6.979548375,-8.168770306,-7.958607315,-8.716698771,-8.4710833,-8.872895202,-9.122053048,-8.790484985,-7.76700389,-8.850780887,-9.135488919,-8.249491605,-8.974694135,58.30278464,0.050558118
QEBGAH_clean.cif,41.15497373,5.67209,4.7526,0.246607,1.08026,901.233,0.465363,0.434605626,-8.004803708,-7.866461092,-8.460923901,-7.735182177,-8.326058001,-8.621602099,-8.490797478,-8.455931956,-8.93930216,-8.73754891,-10.46852108,-8.419075024,58.29997915,0.032242708
GIQXIO_clean.cif,14.64127857,4.61213,3.47994,0.18512,1.80531,517.665,0.481423,13.98766626,-8.476253533,-8.747146969,-8.562249437,-8.801342913,-8.812479279,-8.642065153,-9.11407366,-8.32330639,-9.311580178,-9.295849483,-9.249491605,-7.841637508,58.29199879,0.022186732
LUSJAL_clean.cif,19.04449648,4.33354,4.01855,0.127686,1.37211,384.572,0.302615,-0.359221516,-8.21395879,-7.782516056,-8.517126416,-8.179142011,-7.63638802,-7.815308569,-7.943095149,-6.485452247,-8.239577517,-7.826813732,-6.134896025,-8.835647144,58.27873805,0.015693346
XUMVEH_clean.cif,28.88181789,5.47124,4.80652,0.42597,1.14233,1543.58,0.60358,6.136720567,-7.344861565,-7.659555885,-6.876148359,-7.26760624,-8.024568191,-7.66756154,-7.444905551,-8.187086643,-8.432973634,-8.123782159,-9.647817482,-7.785156152,58.24101497,0.038316139
TASXIW_clean.cif,37.12530429,6.92511,4.81585,0.408438,1.10616,1684.96,0.635023,-1.812829112,-8.119758224,-8.117475462,-8.583359493,-6.754487332,-8.562249437,-6.804100348,-8.241088108,-8.380906669,-7.591760035,-7.233587153,-9.982966661,-7.675717545,58.22420841,0.049983406
KUDLUR_clean.cif,15.74771231,7.15013,5.16448,0.118399,1.94765,372.071,0.313894,-1.293574121,-7.879426069,-9.384049948,-8.634512015,-8.943095149,-7.247183569,-9.344861565,-9.008330993,-7.616184634,-8.728158393,-8.200659451,-7.663540266,-8.216811309,58.17901308,0.022017782
ZESFUY_clean.cif,64.72781685,9.9387,8.09715,0.615176,0.865768,1882.06,0.688538,-1.432672439,-8.694648631,-7.872895202,-8.530177984,-8.628932138,-7.958607315,-8.48148606,-8.379863945,-8.147520006,-8.459670525,-6.838631998,-9.853871964,-8.317854924,58.16138004,0.071852524
AJAYIT_clean.cif,9.494103993,7.12611,5.03994,0.114722,1.98392,351.459,0.313672,-0.952378614,-8.586700236,-8.539102157,-7.301899454,-8.542118103,-8.185086819,-9.229884705,-9.03574037,-8.616184634,-7.732828272,-7.772113295,-7.752026734,-8.462180905,58.15608931,0.017356568
PUWCUF_clean.cif,14.54469186,5.63719,3.84481,0.274802,1.20596,1144.54,0.584404,2.837798591,-6.403402904,-7.815308569,-8.320572103,-7.798602876,-7.671620397,-7.076238039,-8.030584088,-8.019542108,-7.8569852,-8.341035157,-10.31785492,-7.034798299,58.14822335,0.025057226
NIBXUT_clean.cif,20.01665502,5.91197,5.15988,0.170105,1.9388,648.623,0.436302,18.4440448,-7.91721463,-8.064492734,-8.465973894,-8.605548319,-8.296708622,-8.838631998,-7.565431096,-8.568636236,-8.647817482,-8.931814138,-10.0540393,-8.249491605,58.12858218,0.021450026
FAGREM_clean.cif,20.22230203,7.02787,6.45578,0.263302,1.46524,879.86,0.515324,0.108788202,-8.073143291,-8.332547047,-8.460923901,-8.279014256,-8.779891912,-8.22475374,-9.085656843,-8.627087997,-8.209714836,-8.555955204,-8,-8.835647144,58.12434116,0.029079261
GIYTIS_clean.cif,28.78675509,5.90666,4.87569,0.509599,0.959578,1959.74,0.616046,-0.61145478,-7.390405591,-6.995678626,-7.790484985,-8.386158178,-7.147520006,-8.308918508,-8.457174573,-7.503070352,-7.779891912,-7.477555766,-8.534617149,-8.70333481,58.11955348,0.032111751
GIYTAK_clean.cif,13.91326632,5.40602,4.05369,0.440737,1.11314,1714.14,0.606675,1.037406576,-7.202040356,-7.742321425,-7.184422252,-7.628932138,-7.588380294,-6.801342913,-7.690369833,-8.221125528,-8.073143291,-7.798602876,-7.869666232,-8.22184875,58.1076864,0.014076714
TIRLIQ_clean.cif,31.3768453,4.8964,3.67803,0.12446,1.34501,435.972,0.310908,-0.755364209,-8.278189385,-7.403402904,-8.514278574,-7.536107011,-7.493494968,-8.239577517,-7.950781977,-8.110698297,-8.390405591,-7.600326279,-9.18243463,-7.270025714,58.09378198,0.01203728
SUGWEX03.cif,38.01451085,5.86539,4.19575,0.240106,1.09035,909.172,0.468234,-0.528442805,-8.37675071,-8.54668166,-7.640164518,-8.586700236,-7.841637508,-7.496209317,-8.826813732,-8.896196279,-7.609064893,-7.688246139,-9.288192771,-7.838631998,58.07230624,0.039546515
SAMLAV_manual.cif,32.39895084,5.41307,3.84254,0.278933,1.19097,1015.69,0.49065,-2.145299931,-8.48945499,-8.452225295,-7.279840697,-8.829738285,-7.705533774,-7.847711656,-7.995678626,-8.982966661,-8.696803943,-8.847711656,-10.09528445,-9.122628654,57.96553219,0.047483628
ISOJOQ.cif,26.85433863,5.70483,3.72884,0.363073,0.988783,1643.01,0.579911,-1.539133716,-7.382999659,-7.390405591,-7.725842151,-7.823908741,-8.616184634,-7.141462802,-8.05207638,-8.220403509,-6.872895202,-7.647817482,-8.528708289,-8.284832642,57.94613749,0.049755036
WOCWAN_clean.cif,16.85295027,5.80963,5.50482,0.1798,1.36819,584.137,0.318104,-1.497836541,-8.744727495,-8.308918508,-7.723538196,-7.216811309,-7.581698709,-7.536107011,-8.098541679,-8.200659451,-7.199970641,-7.341988603,-9.341988603,-9.075204004,57.93125639,0.020518797
PURJES_clean.cif,24.13534334,6.30539,4.9495,0.326399,1.07844,1131,0.566699,1.197032319,-8.031984286,-7.818156412,-7.93930216,-7.645891561,-7.974694135,-8.555955204,-8.180456064,-8.568636236,-8.370590401,-8.286509457,-10.16367588,-8.540607512,57.89867294,0.030690303
BURJOO_clean.cif,8.654799636,5.25312,4.34053,0.127945,1.36621,470.194,0.284464,-0.131807722,-8.159266765,-7.832682665,-8.443697499,-9.496209317,-8.68613278,-9.200659451,-9.255707017,-8.681936665,-9.188424994,-9.446116973,-6.882728704,-9.316952962,57.87112492,0.016740166
IXUWII_clean.cif,8.152235253,7.75377,5.0402,0.389729,0.925259,1472.38,0.562032,-0.109938527,-8.431798276,-8.117475462,-8.379863945,-8.315154638,-7.920818754,-7.576754126,-8.542118103,-8.175874166,-7.262807357,-8.530177984,-8.154281982,-8.202040356,57.8274119,0.037871588
SAMLAV03_clean.cif,47.70310209,6.04037,4.2202,0.334061,1.19858,1141.03,0.527175,-1.188400867,-8.317854924,-7.735182177,-8.326058001,-7.404503778,-7.991399828,-7.512861625,-6.350665141,-8.4867824,-8.228412519,-7.950781977,-9.549750892,-8.761953897,57.81747079,0.035088082
HAWWIN_clean.cif,34.09230761,6.99554,5.66711,0.526511,1.03663,2168.47,0.688849,4.710263798,-7.326058001,-7.744727495,-7.621602099,-6.93930216,-7.581698709,-8.160521953,-7.924453039,-7.431798276,-7.841637508,-7.514278574,-8.342944147,-7.954677021,57.7916613,0.045426466
GIFKAH_clean.cif,36.12822995,4.32367,3.83682,0.277997,1.22735,779.673,0.379791,-1.825335568,-7.707743929,-8.835647144,-8.279014256,-9.279014256,-8.227678293,-8.634512015,-8.643974143,-9.276544328,-8.73754891,-8.655607726,-8.756961951,-8.53313238,57.77472092,0.060585132
PEPKUR_clean.cif,5.998136635,4.63944,3.47492,0.094349,1.51141,218.755,0.287725,-1.895308081,-7.657577319,-7.056505484,-7.617982957,-8.139063379,-8.014124643,-7.393618635,-6.991399828,-7.655607726,-7.530177984,-8.512861625,-9.782516056,-8.227678293,57.76409584,0.011163235
NOFRAC_clean.cif,9.10390894,5.83191,3.74726,0.202364,2.11994,801.126,0.622771,-1.911924185,-7.787812396,-6.397940009,-7.987162775,-8.769551079,-8.210419288,-6.8569852,-7.438898616,-7.300162274,-7.595166283,-8.519993057,-9.134896025,-8.66756154,57.75946558,0.025270487
QAVWAN_clean.cif,19.16435549,6.46995,4.54592,0.251977,1.14455,828.306,0.472066,-2.122086988,-7.714442691,-7.91721463,-7.698970004,-6.27083521,-7.806875402,-7.084072788,-8.031517051,-7.310691141,-6.68613278,-7.412289035,-8.379863945,-7.709965389,57.74112137,0.020445503
GIQYIP_clean.cif,16.58612048,4.65357,3.52908,0.198825,1.7362,581.707,0.492177,7.053078443,-8.459670525,-7.728158393,-9.131355562,-8.978810701,-8.139063379,-9.169411331,-8.554395797,-9.142064735,-8.400116928,-8.93930216,-9.15864053,-7.438898616,57.72088377,0.020358964
EYUWAW_clean_h.cif,22.48162978,5.88878,4.26846,0.303807,1.02499,1205.29,0.511955,1.877355218,-8.011441043,-8.417936637,-8.145086978,-8.716698771,-8.467245621,-8.040005162,-8.863279433,-8.410050399,-7.850780887,-7.374687549,-8.216096421,-7.401209493,57.70651346,0.024318966
QIRYAS_clean.cif,14.76040646,6.7007,4.25267,0.24585,1.43909,765.099,0.470918,-0.613190808,-7.614393726,-9.345823458,-9,-7.17327748,-6.779891912,-7.327902142,-8.181114585,-8.598599459,-8.393618635,-8.590066877,-10.32422166,-9.391473966,57.70218431,0.01186475
XINRAP_clean.cif,40.97532544,7.84097,5.88361,0.532134,0.997869,1841.14,0.613422,-1.794008447,-7.350665141,-7.152427341,-6.373659633,-8.025949097,-7.88941029,-6.795880017,-8.2644011,-7.962573502,-7.68613278,-7.346787486,-8.640164518,-8.14327111,57.69473428,0.047554959
QOCBEQ.cif,5.709732994,7.46191,4.23172,0.312106,0.972106,1193.93,0.501036,1.131503179,-8.536107011,-8.255707017,-8.353596274,-8.8569852,-8.735182177,-8.573488739,-8.347753659,-8.772113295,-8,-8.548213564,-10.35951856,-8.950781977,57.64685794,0.014471218
CIFDUS_clean.cif,21.00768262,5.87095,3.62617,0.381821,0.982136,1431.81,0.579841,2.15660669,-7.583359493,-7.448550002,-7.308918508,-7.8569852,-8.318758763,-7.443697499,-7.19859629,-7.649751982,-8.04769199,-7.754487332,-7.603800653,-7.876148359,57.62886849,0.024085729
OCUGEZ01_clean.cif,12.52291042,5.78776,4.18465,0.283717,1.3013,854.597,0.493771,5.718979731,-8.962573502,-8.581698709,-9.208309351,-8.663540266,-8.313363731,-8.270025714,-8.32330639,-6.987162775,-9.000869459,-9.318758763,-11.07831352,-8.006123085,57.57130354,0.025462088
DONNAW01_clean.cif,37.64187737,6.80259,6.36752,0.371748,1.16046,1195.33,0.61839,-1.718087565,-7.083546051,-7.170696227,-6.651695137,-7.809668302,-8.253365801,-7.906578315,-6.385102784,-7.8569852,-7.111820506,-7.391473966,-7.060980224,-7.099632871,57.54486651,0.057173503
